property_type,society,sector,price_per_sqft,areaWithType,area,bedRoom,bathroom,balcony,floorNum,facing,agePossession,Price_in_Crore,price,super_built_up_area,built_up_area,carpet_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score
flat,tulip violet,sector 69,9513.0,Super Built up area 1850(171.87 sq.m.),1850.0,3,4,2,0.0,South-West,Relatively New,1.76,,1850.0,,,0,0,0,0,0,0,157
flat,m3m golfestate,sector 65,18331.0,Built Up area: 3355 (311.69 sq.m.)Carpet area: 2200 sq.ft. (204.39 sq.m.),3355.0,3,4,2,20.0,North-East,Undefined,6.15,,,3355.0,2200.0,0,0,0,0,0,0,34
flat,m3m sky lofts,sector 71,11500.0,Built Up area: 869 (80.73 sq.m.)Carpet area: 435 sq.ft. (40.41 sq.m.),870.0,1,1,1,9.0,,Undefined,1.0,,,869.0,435.0,0,0,0,0,0,0,77
flat,emaar imperial gardens,sector 102,8395.0,Super Built up area 2025(188.13 sq.m.)Built Up area: 1750 sq.ft. (162.58 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.),2025.0,3,4,3+,8.0,North-East,Relatively New,1.7,,,1750.0,1600.0,0,1,0,1,0,2,174
flat,pivotal devaan,sector 84,7964.0,Super Built up area 439(40.78 sq.m.)Carpet area: 339 sq.ft. (31.49 sq.m.),339.0,1,1,1,13.0,North-East,Relatively New,0.27,,,,339.0,0,0,0,0,0,1,45
flat,the lions cghs,sector 56,9534.0,Super Built up area 2150(199.74 sq.m.)Built Up area: 2000 sq.ft. (185.81 sq.m.)Carpet area: 1950 sq.ft. (181.16 sq.m.),2150.0,4,4,3,7.0,West,Relatively New,2.05,,,2000.0,1950.0,0,1,0,0,1,2,49
flat,m3m merlin,sector 67,13678.0,Super Built up area 2047(190.17 sq.m.)Carpet area: 1880 sq.ft. (174.66 sq.m.),2047.0,3,3,3,5.0,North-East,Moderately Old,2.8,,,,1880.0,0,1,0,0,0,1,26
flat,corona optus,sector 37c,7203.0,Super Built up area 1763(163.79 sq.m.)Carpet area: 1410 sq.ft. (130.99 sq.m.),1763.0,3,3,3,2.0,South,Relatively New,1.27,,,,1410.0,1,0,0,0,1,0,49
flat,godrej,sector 79,8970.0,Super Built up area 1505(139.82 sq.m.),1505.0,3,3,2,7.0,South-West,Relatively New,1.35,,1505.0,,,0,0,0,0,0,0,118
flat,dlf new town heights,sector 90,6217.0,Super Built up area 1930(179.3 sq.m.),1930.0,3,3,3+,15.0,North,Relatively New,1.2,,1930.0,,,0,0,0,0,0,0,37
flat,dlf regal gardens,sector 90,7900.0,Super Built up area 2215(205.78 sq.m.),2215.0,4,4,3+,3.0,East,Relatively New,1.75,,2215.0,,,0,0,0,0,1,0,6
house,smart world orchard,sector 61,13000.0,Plot area 1549(143.91 sq.m.),1546.0,3,3,3,4.0,North,Under Construction,,2.01,,1549.0,,0,0,0,0,0,0,145
flat,central park flower valley,sector 33,13270.0,Carpet area: 1884 (175.03 sq.m.),1884.0,3,3,2,1.0,,Undefined,2.5,,,,1884.0,0,0,0,0,0,0,66
flat,smart world orchard,sector 61,12911.0,Carpet area: 1549 (143.91 sq.m.),1549.0,3,3,2,3.0,,New Property,2.0,,,,1549.0,0,0,0,0,1,0,61
flat,signature global park 4,sector 36,7585.0,Super Built up area 1081(100.43 sq.m.)Carpet area: 650 sq.ft. (60.39 sq.m.),1081.0,3,2,2,2.0,,New Property,0.82,,,,650.0,0,0,0,0,0,0,8
house,eldeco mansionz,sector 48,23704.0,Plot area 365(305.19 sq.m.)Built Up area: 366 sq.yards (306.02 sq.m.),2700.0,4,4,3,3.0,West,Moderately Old,,6.4,,366.0,,0,1,1,0,0,2,151
flat,ats tourmaline,sector 109,8000.0,Super Built up area 1750(162.58 sq.m.)Built Up area: 1466 sq.ft. (136.2 sq.m.)Carpet area: 1350 sq.ft. (125.42 sq.m.),1750.0,3,3,3+,8.0,North-East,Relatively New,1.4,,,1466.0,1350.0,0,0,1,0,0,0,119
flat,tulip violet,sector 69,8517.0,Super Built up area 1538(142.88 sq.m.),1538.0,3,3,2,12.0,East,Relatively New,1.31,,1538.0,,,0,0,0,1,0,2,174
flat,m3m merlin,sector 67,14418.0,Super Built up area 2358(219.07 sq.m.),2358.0,3,4,3+,16.0,West,Relatively New,3.4,,2358.0,,,0,1,0,0,0,2,158
house,independent,sector 12,13888.0,Plot area 1800(167.23 sq.m.),1800.0,9,5,2,1.0,South-East,Old Property,,2.5,,1800.0,,0,0,0,1,0,0,8
flat,indiabulls centrum park,sector 103,7882.0,Super Built up area 1725(160.26 sq.m.)Carpet area: 1700 sq.ft. (157.94 sq.m.),1700.0,3,3,3+,12.0,East,Relatively New,1.34,,,,1700.0,1,1,1,1,0,2,38
flat,sare crescent parc,sector 92,4971.0,Super Built up area 1750(162.58 sq.m.),1750.0,4,4,2,2.0,East,Moderately Old,0.87,,1750.0,,,0,0,1,0,0,1,115
flat,signature andour heights,sector 71,8607.0,Super Built up area 639(59.37 sq.m.)Built Up area: 600 sq.ft. (55.74 sq.m.)Carpet area: 541 sq.ft. (50.26 sq.m.),639.0,2,2,1,7.0,South-East,Relatively New,0.55,,,600.0,541.0,0,0,0,0,0,2,24
flat,unitech sunbreeze,sector 69,6849.0,Super Built up area 1095(101.73 sq.m.),1095.0,2,2,2,4.0,,Under Construction,0.75,,1095.0,,,0,0,0,0,0,0,0
flat,unitech vistas,sector 70,4800.0,Super Built up area 1095(101.73 sq.m.),1095.0,2,2,2,9.0,,Under Construction,0.5256000000000001,,1095.0,,,0,0,0,0,1,0,24
flat,godrej nature plus,sector 33,15664.0,Built Up area: 118 Carpet area: 86 sq.m.,926.0,3,2,3+,20.0,,Under Construction,1.45,,,118.0,86.0,1,0,0,0,0,0,144
flat,apartment,sector 92,4687.0,Carpet area: 1600 (148.64 sq.m.),1600.0,3,4,3,2.0,East,Moderately Old,0.75,,,,1600.0,1,0,0,0,0,0,113
flat,orris aster court premier,sector 85,6509.0,Super Built up area 2120(196.95 sq.m.)Built Up area: 1616 sq.ft. (150.13 sq.m.),2120.0,3,4,2,6.0,North-East,Relatively New,1.38,,,1616.0,,0,1,0,0,0,0,76
flat,anamika enclave,sector 15 part 1,6500.0,Super Built up area 1000(92.9 sq.m.),985.0,2,2,1,1.0,,New Property,0.64,,1000.0,,,0,0,0,0,0,0,0
flat,suposhaa smartworld orchard,sector 61,14000.0,Carpet area: 1549 (143.91 sq.m.),1550.0,3,3,3,1.0,,Under Construction,2.17,,,,1549.0,0,0,0,0,0,0,0
flat,park view apartment,sector 56,7565.0,Super Built up area 2450(227.61 sq.m.)Built Up area: 2400 sq.ft. (222.97 sq.m.)Carpet area: 2300 sq.ft. (213.68 sq.m.),2300.0,3,3,3+,2.0,South,Old Property,1.74,,,2400.0,2300.0,0,1,0,1,0,2,104
flat,m3m heights,sector 65,17997.0,Super Built up area 1828(169.83 sq.m.),1828.0,3,3,3,33.0,East,New Property,3.29,,1828.0,,,0,0,0,0,0,0,49
house,independent,sector 1,10556.0,Built Up area: 4500 (418.06 sq.m.),4500.0,6,7,0,4.0,,Undefined,,4.75,,4500.0,,0,0,0,0,0,0,0
house,prem kunj,sohna road road,7407.0,Plot area 675(62.71 sq.m.)Built Up area: 725 sq.ft. (67.35 sq.m.)Carpet area: 675 sq.ft. (62.71 sq.m.),675.0,5,4,3,3.0,South-West,Relatively New,,0.5,,725.0,675.0,0,0,0,1,0,0,22
flat,green court,sector 90,7188.0,Carpet area: 626 (58.16 sq.m.),626.0,2,2,1,2.0,,New Property,0.45,,,,626.0,0,0,0,0,0,2,42
flat,mvn athens,sohna road,5397.0,Carpet area: 481.73 (44.75 sq.m.),482.0,2,2,1,5.0,,Relatively New,0.26,,,,481.73,0,0,0,0,0,0,95
flat,sare crescent parc,sector 92,4210.0,Super Built up area 1900(176.52 sq.m.),1900.0,4,3,2,10.0,East,Relatively New,0.8,,1900.0,,,0,0,0,0,1,0,37
flat,signature global orchard avenue,sector 93,7359.0,Carpet area: 543.53 (50.5 sq.m.),544.0,2,2,2,11.0,,New Property,0.4,,,,543.53,0,0,0,0,0,0,37
flat,chd avenue,sector 71,7407.0,Super Built up area 1620(150.5 sq.m.),1620.0,3,3,3,4.0,North,Relatively New,1.2,,1620.0,,,0,0,0,0,1,2,49
flat,central park flower valley,sohna road road,17441.0,Carpet area: 946 (87.89 sq.m.),946.0,3,3,0,1.0,,Undefined,1.65,,,,946.0,0,0,0,0,0,0,66
flat,dlf carlton estate,sector 43,14214.0,Super Built up area 1407(130.71 sq.m.),1407.0,3,3,2,5.0,South-West,Moderately Old,2.0,,1407.0,,,0,0,0,0,0,0,65
flat,signature global grand iva,sector 103,6527.0,Carpet area: 360 (33.45 sq.m.),360.0,1,1,1,4.0,North-East,Relatively New,0.235,,,,360.0,0,0,0,0,0,0,23
flat,dlf the icon,sector 43,26086.0,Carpet area: 2300 (213.68 sq.m.),2300.0,4,4,3+,18.0,North-East,Old Property,6.0,,,,2300.0,0,1,0,0,0,2,150
flat,ss the leaf,sector 85,7574.0,Super Built up area 2812(261.24 sq.m.)Built Up area: 2600 sq.ft. (241.55 sq.m.)Carpet area: 2400 sq.ft. (222.97 sq.m.),2812.0,4,4,3,6.0,North,Relatively New,2.13,,,2600.0,2400.0,0,0,0,0,0,0,49
house,independent,sector 28,27778.0,Plot area 360(301.01 sq.m.),3240.0,6,7,3+,3.0,North,Moderately Old,,9.0,,3240.0,,1,1,1,1,0,0,67
house,independent,sector 2,27083.0,Plot area 800(668.9 sq.m.),7200.0,8,9,3+,2.0,North,New Property,,19.5,,7200.0,,1,1,0,1,0,0,122
flat,indiabulls enigma,sector 110,10000.0,Super Built up area 3400(315.87 sq.m.)Built Up area: 3000 sq.ft. (278.71 sq.m.)Carpet area: 2800 sq.ft. (260.13 sq.m.),3400.0,4,5,3,10.0,South-West,Relatively New,3.4,,,3000.0,2800.0,0,1,0,0,0,0,152
flat,raheja vedaanta,sector 108,4651.0,Built Up area: 1505 (139.82 sq.m.),1505.0,2,2,2,12.0,South,Undefined,0.7,,,1505.0,,0,0,0,0,0,0,0
house,sector 38 rwa,sector 38,23932.0,Plot area 65(54.35 sq.m.)Built Up area: 62 sq.yards (51.84 sq.m.)Carpet area: 60 sq.yards (50.17 sq.m.),585.0,8,8,3,4.0,East,Moderately Old,,1.4,,62.0,60.0,0,0,0,0,1,2,40
flat,dlf city,shankar vihar,8080.0,Super Built up area 2500(232.26 sq.m.),2500.0,4,3,1,2.0,,New Property,2.02,,2500.0,,,0,0,0,0,0,0,0
house,independent,sector 103,6367.0,Built Up area: 3534 (328.32 sq.m.)Carpet area: 2000 sq.ft. (185.81 sq.m.),3534.0,3,5,3+,10.0,South,Undefined,,2.25,,3534.0,2000.0,0,0,0,0,0,0,0
house,independent,vir nagar,9725.0,Carpet area: 802 (74.51 sq.m.),802.0,4,4,0,3.0,North-East,Undefined,,0.78,,,802.0,0,0,0,0,0,0,0
flat,godrej oasis,sector 88a,7800.0,Super Built up area 1629(151.34 sq.m.)Carpet area: 1628 sq.ft. (151.25 sq.m.),1654.0,3,3,3,5.0,,New Property,1.29,,,,1628.0,1,0,0,0,1,0,65
flat,supertech araville,sector 79,6940.0,Carpet area: 1945 (180.7 sq.m.),1945.0,3,3,3,4.0,,Relatively New,1.35,,,,1945.0,0,0,0,0,0,0,0
flat,ramprastha the edge towers,sector 37d,5797.0,Super Built up area 1380(128.21 sq.m.)Built Up area: 1300 sq.ft. (120.77 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),1380.0,2,2,3,2.0,North-East,Relatively New,0.8,,,1300.0,1200.0,0,0,0,0,0,0,78
flat,bptp terra,sector 37d,7804.0,Built Up area: 2191 (203.55 sq.m.),2191.0,3,3,3+,7.0,South-West,Relatively New,1.71,,,2191.0,,1,0,0,0,0,0,38
house,emaar mgf marbella,sector 66,55556.0,Plot area 360(301.01 sq.m.),3240.0,4,4,3+,3.0,East,Moderately Old,,18.0,,3240.0,,1,1,0,1,0,1,75
flat,shree vardhman victoria,sector 70,7948.0,Super Built up area 1950(181.16 sq.m.)Carpet area: 1161 sq.ft. (107.86 sq.m.),1950.0,3,5,3,8.0,South,Relatively New,1.55,,,,1161.0,0,1,0,0,0,0,174
flat,ss the leaf,sector 85,7467.0,Super Built up area 2812(261.24 sq.m.)Built Up area: 2600 sq.ft. (241.55 sq.m.)Carpet area: 2400 sq.ft. (222.97 sq.m.),2812.0,4,4,3,7.0,North,Relatively New,2.1,,,2600.0,2400.0,1,1,0,1,0,0,49
flat,bptp terra,sector 37d,7530.0,Super Built up area 2191(203.55 sq.m.)Built Up area: 2091 sq.ft. (194.26 sq.m.)Carpet area: 1991 sq.ft. (184.97 sq.m.),2191.0,4,3,3+,6.0,West,Relatively New,1.65,,,2091.0,1991.0,0,0,0,0,0,2,149
flat,krishna appartment,sector 12,3500.0,Super Built up area 1000(92.9 sq.m.),1000.0,3,3,1,2.0,,Old Property,0.35,,1000.0,,,0,0,0,0,0,0,0
house,unitech uniworld resorts,sector 33,23333.0,Plot area 500(418.06 sq.m.),4071.0,5,7,3+,2.0,East,Under Construction,,9.5,,500.0,,1,1,1,1,0,0,57
flat,ashiana anmol,sohna road,11125.0,Super Built up area 1275(118.45 sq.m.)Carpet area: 791 sq.ft. (73.49 sq.m.),791.0,2,2,2,13.0,East,Relatively New,0.88,,,,791.0,0,0,0,0,0,1,127
house,independent,ravi nager basai road,5950.0,Plot area 3025(281.03 sq.m.),3025.0,5,5,3+,3.0,,Moderately Old,,1.8,,3025.0,,0,0,0,0,0,0,0
house,arjun marg/ sector- 26 phase- 1/ golf course road,sector 26,35000.0,Plot area 1000(836.13 sq.m.),9000.0,7,9,3+,3.0,North-East,Moderately Old,,31.5,,9000.0,,1,1,1,1,0,1,74
flat,madhur jeevan apartments,sector 56,8594.0,Super Built up area 2000(185.81 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.)Carpet area: 1850 sq.ft. (171.87 sq.m.),1850.0,4,3,3+,3.0,North,Old Property,1.59,,,1900.0,1850.0,0,0,0,0,1,2,33
flat,chd avenue,sector 71,7917.0,Built Up area: 1200 (111.48 sq.m.),1200.0,2,2,0,5.0,South,Undefined,0.95,,,1200.0,,0,0,0,0,0,0,0
flat,dron apartment,civil l,8802.0,Carpet area: 1420 (131.92 sq.m.),1420.0,3,3,2,3.0,,Old Property,1.25,,,,1420.0,0,0,0,0,0,1,75
flat,the nav manesar apartment,sector 1,3953.0,Super Built up area 2150(199.74 sq.m.),2150.0,3,3,3+,5.0,North-East,Moderately Old,0.85,,2150.0,,,0,1,0,0,0,0,5
house,independent,sector 43,50000.0,Plot area 300(250.84 sq.m.),2700.0,16,16,3+,4.0,North-West,Relatively New,,13.5,,2700.0,,1,1,0,1,1,0,41
flat,ats tourmaline,sector 109,6976.0,Super Built up area 2150(199.74 sq.m.)Built Up area: 1797 sq.ft. (166.95 sq.m.)Carpet area: 1670 sq.ft. (155.15 sq.m.),2150.0,3,4,3+,4.0,North-West,Relatively New,1.5,,,1797.0,1670.0,0,1,0,0,0,0,39
flat,bptp pedestal,sector 70a,10158.0,Carpet area: 1575 (146.32 sq.m.),1575.0,3,3,3,2.0,North-East,New Property,1.6,,,,1575.0,0,1,0,0,1,0,77
house,independent,sector 3,8928.0,Built Up area: 1008 (93.65 sq.m.),1008.0,3,1,0,1.0,,Undefined,,0.9,,1008.0,,0,0,0,0,0,0,0
flat,the close north,sector 50,11516.0,Super Built up area 2605(242.01 sq.m.),2605.0,3,3,3+,14.0,North,Old Property,3.0,,2605.0,,,0,1,0,0,0,2,121
flat,bptp terra,sector 37d,8078.0,Super Built up area 2191(203.55 sq.m.)Carpet area: 1860 sq.ft. (172.8 sq.m.),2191.0,4,3,3,15.0,North,Relatively New,1.77,,,,1860.0,1,1,0,1,1,0,49
flat,pareena coban residences,sector 99a,7811.0,Super Built up area 1997(185.53 sq.m.),1997.0,3,5,3,4.0,North-East,New Property,1.56,,1997.0,,,0,1,0,0,1,0,49
flat,central park resorts,sector 48,24926.0,Super Built up area 3931(365.2 sq.m.)Built Up area: 3831 sq.ft. (355.91 sq.m.)Carpet area: 3731 sq.ft. (346.62 sq.m.),3731.0,4,4,3+,10.0,North-East,Moderately Old,9.3,,,3831.0,3731.0,1,1,1,1,0,2,67
flat,ss the leaf,sector 85,7574.0,Super Built up area 2812(261.24 sq.m.)Built Up area: 2600 sq.ft. (241.55 sq.m.)Carpet area: 2200 sq.ft. (204.39 sq.m.),2812.0,4,4,3,2.0,North,Relatively New,2.13,,,2600.0,2200.0,0,0,0,0,0,0,49
house,independent,sector 9,9333.0,Built Up area: 450 (41.81 sq.m.),450.0,5,3,2,2.0,,Undefined,,0.42,,450.0,,0,0,0,0,0,0,0
flat,gls arawali homes,sohna road,7000.0,Super Built up area 567(52.68 sq.m.)Built Up area: 556 sq.ft. (51.65 sq.m.)Carpet area: 500 sq.ft. (46.45 sq.m.),500.0,2,2,2,5.0,,Relatively New,0.35,,,556.0,500.0,0,0,0,0,0,0,30
flat,emaar gurgaon greens,sector 102,14179.0,Super Built up area 1650(153.29 sq.m.)Carpet area: 1022.58 sq.ft. (95 sq.m.),1023.0,3,3,3,10.0,North-East,Relatively New,1.45,,,,1022.58,0,1,0,0,0,0,165
house,independent,sector 23,16004.0,Plot area 270(225.75 sq.m.),2499.0,3,3,2,2.0,East,Moderately Old,,4.0,,2430.0,,0,1,0,0,0,2,115
flat,conscient elevate,sector 59,16993.0,Built Up area: 2295 (213.21 sq.m.),2295.0,3,1,0,0.0,,Undefined,3.9,,,2295.0,,0,0,0,0,0,0,0
flat,m3m antalya hills,sector 79,7496.0,Super Built up area 1534(142.51 sq.m.)Built Up area: 1200 sq.ft. (111.48 sq.m.)Carpet area: 1103 sq.ft. (102.47 sq.m.),1534.0,3,3,3+,1.0,,Under Construction,1.15,,,1200.0,1103.0,1,0,0,0,0,0,51
flat,antriksh heights,sector 84,4931.0,Super Built up area 1825(169.55 sq.m.),1825.0,3,3,3,11.0,South,Relatively New,0.9,,1825.0,,,0,0,0,0,0,0,87
house,independent,sector 43,53763.0,Plot area 62(51.84 sq.m.),558.0,12,12,3+,5.0,West,New Property,,3.0,,558.0,,0,0,0,0,1,1,20
flat,vatika lifestyle homes,sector 83,8214.0,Super Built up area 1832(170.2 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),1400.0,3,3,1,7.0,South-West,Moderately Old,1.15,,,,1400.0,0,0,0,0,0,2,95
house,independent,farukhnagar,25386.0,Plot area 906(84.17 sq.m.),906.0,6,6,0,0.0,,Old Property,,2.3,,906.0,,0,0,0,0,1,0,41
house,not applicable,sector 4,54794.0,Plot area 146(13.56 sq.m.),146.0,5,4,3,3.0,,Under Construction,,0.8,,146.0,,0,0,0,0,0,0,0
flat,signature the roselia,sector 95,7908.0,Carpet area: 569 (52.86 sq.m.),569.0,2,2,2,2.0,East,New Property,0.45,,,,569.0,0,0,0,0,0,2,31
house,independent,sector 24,59259.0,Plot area 60(50.17 sq.m.),540.0,14,14,3+,6.0,West,Relatively New,,3.2,,540.0,,0,0,0,0,0,1,15
flat,bestech park view ananda,sector 81,6927.0,Super Built up area 1660(154.22 sq.m.)Carpet area: 1282 sq.ft. (119.1 sq.m.),1660.0,3,2,3+,6.0,South,Relatively New,1.15,,,,1282.0,1,0,0,0,0,2,104
flat,dlf the belaire,sector 54,23333.0,Super Built up area 3000(278.71 sq.m.),3000.0,4,6,3+,12.0,East,Moderately Old,7.0,,3000.0,,,0,1,1,1,0,2,108
house,bptp pedestal,sector 70a,7750.0,Carpet area: 1187 (110.28 sq.m.),1187.0,2,3,3+,3.0,North-East,New Property,,0.92,,,1187.0,0,0,0,0,1,0,153
flat,dlf regal gardens,sector 90,7636.0,Super Built up area 1744(162.02 sq.m.)Built Up area: 1650 sq.ft. (153.29 sq.m.),1650.0,3,3,2,12.0,North,Relatively New,1.26,,,1650.0,,0,0,0,0,1,0,8
flat,tulip leaf,sector 69,11423.0,Super Built up area 1812(168.34 sq.m.),1812.0,3,3,3,16.0,South-West,Relatively New,2.07,,1812.0,,,0,0,0,0,0,0,49
house,ss hibiscus,sector 50,40850.0,Plot area 470(392.98 sq.m.)Built Up area: 410 sq.yards (342.81 sq.m.)Carpet area: 340 sq.yards (284.28 sq.m.),3060.0,4,4,3+,2.0,West,Relatively New,,12.5,,410.0,340.0,1,1,0,0,0,1,160
flat,sare homes,sector 92,4098.0,Super Built up area 1415(131.46 sq.m.),1415.0,3,3,3,3.0,North-East,New Property,0.58,,1415.0,,,0,0,0,0,0,0,54
flat,m3m golf hills,sector 79,10211.0,Carpet area: 1420 (131.92 sq.m.),1420.0,2,2,3,15.0,,Under Construction,1.45,,,,1420.0,0,0,0,0,0,0,67
flat,imt view society,sector 1 imt manesar,3653.0,Super Built up area 2600(241.55 sq.m.)Carpet area: 1900 sq.ft. (176.52 sq.m.),2601.0,3,4,3,6.0,South-East,Moderately Old,0.95,,,,1900.0,0,1,0,0,0,0,81
flat,professors enclave cghs,sector 56,7750.0,Super Built up area 2000(185.81 sq.m.),2000.0,3,3,3+,6.0,East,Moderately Old,1.55,,2000.0,,,0,1,0,0,0,2,49
house,housing board colony,sector 28,30556.0,Plot area 200(167.23 sq.m.),1800.0,4,3,3,2.0,North,Old Property,,5.5,,1800.0,,0,0,0,1,1,2,22
house,independent,sector 43,42222.0,Plot area 302(252.51 sq.m.)Built Up area: 300 sq.yards (250.84 sq.m.)Carpet area: 250 sq.yards (209.03 sq.m.),2250.0,5,5,3+,2.0,North-East,Relatively New,,9.5,,300.0,250.0,0,1,0,1,0,2,88
flat,m3m skycity,sector 65,17039.0,Carpet area: 2054 (190.82 sq.m.),2054.0,3,3,3,15.0,East,New Property,3.5,,,,2054.0,1,1,0,1,0,2,166
flat,pyramid urban,sector 67a,11844.0,Carpet area: 591 (54.91 sq.m.),591.0,2,2,1,14.0,North,New Property,0.7,,,,591.0,0,0,0,0,0,0,44
house,independent,"mahasector 11, rajendra place",8444.0,Plot area 450(41.81 sq.m.),450.0,2,2,1,1.0,,Moderately Old,,0.38,,450.0,,0,0,0,0,0,0,0
flat,bestech park view grand spa,sector 81,8270.0,Super Built up area 2660(247.12 sq.m.)Carpet area: 2300 sq.ft. (213.68 sq.m.),2660.0,3,4,3+,8.0,East,Relatively New,2.2,,,,2300.0,0,1,0,0,0,2,165
flat,residency grand,sector 52,7692.0,Carpet area: 5200 (483.1 sq.m.),6500.0,5,7,3+,1.0,East,Moderately Old,5.0,,,,5200.0,0,1,0,1,0,0,77
flat,park view apartments,sector 15,11034.0,Carpet area: 1450 (134.71 sq.m.),1450.0,3,3,3+,2.0,North-West,Moderately Old,1.6,,,,1450.0,0,0,0,1,0,0,56
house,sector 14 rwa,sector 14,26000.0,Plot area 2500(232.26 sq.m.),2500.0,5,5,0,4.0,,Moderately Old,,6.5,,2500.0,,0,0,0,0,0,0,0
flat,ild greens,sector 37c,5714.0,Super Built up area 1365(126.81 sq.m.)Built Up area: 1068.1 sq.ft. (99.23 sq.m.)Carpet area: 900 sq.ft. (83.61 sq.m.),1365.0,2,2,3,1.0,North,Moderately Old,0.78,,,1068.1,900.0,0,0,0,0,0,2,103
flat,shapoorji pallonji joyville gurugram,sector 102,10529.0,Super Built up area 1852(172.06 sq.m.),1852.0,3,3,3,10.0,North-East,Relatively New,1.95,,1852.0,,,0,0,0,0,0,0,59
flat,"godrej 101, sector 79",sector 79,9038.0,Built Up area: 1383 (128.48 sq.m.),1383.0,2,2,3,1.0,East,Undefined,1.25,,,1383.0,,0,0,0,0,0,0,0
flat,ss the leaf,sector 85,7467.0,Super Built up area 2812(261.24 sq.m.),2812.0,4,5,3+,9.0,East,Relatively New,2.1,,2812.0,,,0,0,0,0,0,2,67
flat,godrej summit,sector 104,5833.0,Carpet area: 1800 (167.23 sq.m.),1800.0,3,4,3+,7.0,East,Relatively New,1.05,,,,1800.0,0,1,0,0,0,2,96
flat,ss the coralwood,sector 84,4857.0,Super Built up area 1750(162.58 sq.m.),2265.0,3,3,2,9.0,North,Relatively New,1.1,,1750.0,,,0,0,0,0,0,0,75
flat,signature global solera,sector 107,5980.0,Super Built up area 602(55.93 sq.m.)Built Up area: 598 sq.ft. (55.56 sq.m.)Carpet area: 546 sq.ft. (50.73 sq.m.),602.0,2,2,1,7.0,North-West,Relatively New,0.36,,,598.0,546.0,0,0,0,0,1,0,49
flat,signature global park,sohna road,5537.0,Super Built up area 1210(112.41 sq.m.),1210.0,2,2,3,4.0,North-East,Relatively New,0.67,,1210.0,,,0,0,0,1,0,0,127
flat,ramprastha primera,sector 37d,6000.0,Super Built up area 1700(157.94 sq.m.),1700.0,3,2,3,22.0,,Under Construction,1.02,,1700.0,,,0,0,0,0,0,0,43
flat,ireo victory valley,sector 67,13000.0,Carpet area: 2452 (227.8 sq.m.),2685.0,3,3,3,19.0,South-East,Relatively New,3.49,,,,2452.0,0,1,0,0,0,0,103
house,bptp pedestal,sector 70a,7582.0,Carpet area: 1187 (110.28 sq.m.),1187.0,2,2,3+,3.0,North-East,New Property,,0.9,,,1187.0,0,1,0,0,1,0,153
flat,dlf regal gardens,sector 90,6837.0,Super Built up area 1755(163.04 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),1755.0,3,3,3+,15.0,South-West,Relatively New,1.2,,,,1400.0,0,0,0,0,0,0,118
house,dlf city plots phase 2,sector 25,33592.0,Plot area 215(179.77 sq.m.),1935.0,9,9,3+,3.0,West,Old Property,,6.5,,1935.0,,1,1,1,1,0,2,142
flat,smart world orchard,sector 61,15766.0,Carpet area: 1630 (151.43 sq.m.),1630.0,3,3,2,3.0,North-East,Under Construction,2.57,,,,1630.0,1,0,0,0,0,0,0
flat,ireo uptown,sector 66,11442.0,Super Built up area 1158(107.58 sq.m.),1154.0,2,2,2,6.0,,Relatively New,1.32,,1158.0,,,0,0,0,0,0,0,45
house,independent,sec 3 bhim vihar part 1 bhimgher kheri,10610.0,Plot area 61(51 sq.m.)Built Up area: 1200 sq.ft. (111.48 sq.m.)Carpet area: 1000 sq.ft. (92.9 sq.m.),547.0,2,3,2,2.0,South-East,Relatively New,,0.58,,1200.0,1000.0,0,0,0,0,0,0,8
house,sector 37,nars,7290.0,Plot area 84(70.23 sq.m.)Built Up area: 83 sq.yards (69.4 sq.m.)Carpet area: 82 sq.yards (68.56 sq.m.),754.0,2,1,1,1.0,East,New Property,,0.55,,83.0,82.0,0,0,1,0,0,0,90
flat,la vida by tata housing,sector 113,14285.0,Super Built up area 2691(250 sq.m.)Built Up area: 2460 sq.ft. (228.54 sq.m.)Carpet area: 2100 sq.ft. (195.1 sq.m.),2100.0,3,3,3+,3.0,East,Relatively New,3.0,,,2460.0,2100.0,0,1,0,0,0,0,167
flat,ats triumph,sector 104,8412.0,Super Built up area 3150(292.64 sq.m.)Carpet area: 2650 sq.ft. (246.19 sq.m.),3150.0,4,4,3+,14.0,East,Relatively New,2.65,,,,2650.0,0,1,0,0,0,0,21
flat,m3m soulitude,sector 89,16985.0,Built Up area: 1423 (132.2 sq.m.)Carpet area: 783 sq.ft. (72.74 sq.m.),783.0,3,3,3,4.0,North-West,Under Construction,1.33,,,1423.0,783.0,1,0,0,0,0,0,125
flat,shapoorji pallonji joyville gurugram,sector 102,17691.0,Super Built up area 1215(112.88 sq.m.)Built Up area: 1009 sq.ft. (93.74 sq.m.)Carpet area: 734.8 sq.ft. (68.27 sq.m.),735.0,2,2,3,0.0,East,Relatively New,1.3,,,1009.0,734.8,0,0,1,0,0,0,125
house,independent,sector 21,6173.0,Plot area 108(90.3 sq.m.),972.0,8,3,2,3.0,,Old Property,,0.6,,972.0,,0,0,0,0,0,0,0
