property_type,society,sector,price_per_sqft,areaWithType,area,bedRoom,bathroom,balcony,floorNum,facing,agePossession,Price_in_Crore,super_built_up_area,built_up_area,carpet_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score,area_room_ratio
flat,m3m heights,sector 65,13499.0,Super Built up area 1516(140.84 sq.m.)Carpet area: 1433 sq.ft. (133.13 sq.m.),1489.0,2.0,2,3,8.0,North-East,New Property,2.01,,,1433.0,1,0,0,0,0,0,44,744.5
flat,imperia the esfera,sector 37c,5385.0,Super Built up area 2600(241.55 sq.m.)Carpet area: 2100 sq.ft. (195.1 sq.m.),2600.0,4.0,5,3,9.0,North,Relatively New,1.4,,,2100.0,1,1,0,1,1,0,49,650.0
flat,m3m woodshire,sector 107,6176.0,Super Built up area 1943(180.51 sq.m.)Built Up area: 1750 sq.ft. (162.58 sq.m.)Carpet area: 1550 sq.ft. (144 sq.m.),1943.0,3.0,3,3,7.0,South,Relatively New,1.2,,1750.0,1550.0,0,0,0,0,0,2,49,647.6666666666666
flat,emaar mgf emerald floors premier,sector 65,16364.0,Carpet area: 1650 (153.29 sq.m.),1650.0,3.0,3,3,5.0,North-West,Relatively New,2.7,,,1650.0,0,1,1,0,0,2,108,550.0
flat,ss the leaf,sector 85,6720.0,Super Built up area 1741(161.74 sq.m.)Built Up area: 1550 sq.ft. (144 sq.m.)Carpet area: 1350 sq.ft. (125.42 sq.m.),1741.0,2.0,3,3,10.0,South-East,Relatively New,1.17,,1550.0,1350.0,0,0,0,0,1,0,49,870.5
flat,ats tourmaline,sector 109,8000.0,Super Built up area 2150(199.74 sq.m.)Built Up area: 1797 sq.ft. (166.95 sq.m.),2150.0,3.0,4,3+,7.0,South-West,Relatively New,1.72,,1797.0,,0,1,0,0,0,0,167,716.6666666666666
house,independent,sector 105,,Plot area 80(66.89 sq.m.),720.0,3.0,2,1,1.0,East,Relatively New,,,720.0,,0,0,0,1,1,0,14,240.0
flat,pioneer urban presidia,sector 62,16486.0,Super Built up area 4337(402.92 sq.m.),4337.0,4.0,5,3+,7.0,East,Relatively New,7.15,4337.0,,,1,1,1,0,0,2,158,1084.25
flat,ansal api celebrity suites,sector 2,8163.0,Super Built up area 735(68.28 sq.m.),735.0,1.0,1,1,5.0,North-East,Moderately Old,0.6,735.0,,,0,0,0,0,0,2,88,735.0
flat,corona optus,sector 37c,6361.0,Super Built up area 2358(219.07 sq.m.),2358.0,3.0,4,3+,14.0,North-East,New Property,1.5,2358.0,,,0,1,0,0,1,0,83,786.0
flat,puri the aravallis,sector 61,17200.0,Super Built up area 2250(209.03 sq.m.)Carpet area: 1249.65 sq.ft. (116.1 sq.m.),2250.0,3.0,4,3+,21.0,East,Under Construction,3.87,,,1249.65,0,1,0,0,0,0,58,750.0
flat,signature global city 63a,sector 63a,12804.0,Built Up area: 1540 (143.07 sq.m.),1562.0,3.0,3,2,1.0,North,Under Construction,2.0,,1540.0,,0,0,0,0,0,0,36,520.6666666666666
house,independent,pratap nagar,,Built Up area: 2504 (232.63 sq.m.),2504.0,4.0,3,0,2.0,,Undefined,,,2504.0,,0,0,0,0,0,0,0,626.0
house,independent,sector 28,,Plot area 270(225.75 sq.m.),2430.0,4.0,4,3+,2.0,North-East,Relatively New,,,2430.0,,0,1,1,1,0,2,139,607.5
flat,m3m woodshire,sector 107,7624.0,Super Built up area 2361(219.34 sq.m.)Carpet area: 1384 sq.ft. (128.58 sq.m.),2361.0,3.0,4,3+,2.0,,Relatively New,1.8,,,1384.0,0,1,0,0,0,0,129,787.0
flat,ireo skyon,sector 60,13571.0,Super Built up area 2800(260.13 sq.m.)Built Up area: 2791 sq.ft. (259.29 sq.m.)Carpet area: 2768 sq.ft. (257.16 sq.m.),2800.0,4.0,5,3,15.0,East,Moderately Old,3.8,,2791.0,2768.0,0,1,0,0,0,2,145,700.0
flat,paras dews,sector 106,7419.0,Super Built up area 1760(163.51 sq.m.)Built Up area: 1650 sq.ft. (153.29 sq.m.)Carpet area: 1550 sq.ft. (144 sq.m.),1550.0,3.0,3,3,11.0,North-East,Relatively New,1.15,,1650.0,1550.0,0,1,0,1,0,2,174,516.6666666666666
house,independent,sector 24,,Plot area 3806.45(353.63 sq.m.)Built Up area: 5000 sq.ft. (464.52 sq.m.),3806.0,8.0,11,3+,3.0,East,Old Property,,,5000.0,,1,1,0,1,1,2,39,475.75
flat,signature global city,sector 37d,9839.0,Carpet area: 1118 (103.87 sq.m.),1118.0,2.0,2,2,4.0,South,Undefined,1.1,,,1118.0,0,0,0,0,0,0,59,559.0
flat,m3m capital,sector 113,15576.0,Built Up area: 2060 (191.38 sq.m.)Carpet area: 1650 sq.ft. (153.29 sq.m.),1650.0,4.0,5,3+,25.0,East,Under Construction,2.57,,2060.0,1650.0,1,0,0,0,0,2,79,412.5
flat,emaar palm gardens,sector 83,9105.0,Super Built up area 1900(176.52 sq.m.)Built Up area: 1600 sq.ft. (148.64 sq.m.)Carpet area: 1240.04 sq.ft. (115.2 sq.m.),1900.0,3.0,3,3,5.0,West,Relatively New,1.73,,1600.0,1240.04,0,1,0,0,0,2,174,633.3333333333334
house,satya the legend,sector 57,,Plot area 642(536.79 sq.m.)Built Up area: 630 sq.yards (526.76 sq.m.)Carpet area: 620 sq.yards (518.4 sq.m.),5580.0,5.0,5,3+,4.0,North-East,Relatively New,,,630.0,620.0,1,1,1,1,0,2,160,1116.0
flat,sobha city,sector 108,16859.0,Built Up area: 2343 (217.67 sq.m.)Carpet area: 2300 sq.ft. (213.68 sq.m.),2343.0,4.0,5,3,25.0,,Undefined,3.95,,2343.0,2300.0,0,0,0,0,0,0,59,585.75
flat,the center court,sector 88a,12174.0,Super Built up area 2175(202.06 sq.m.)Built Up area: 1745 sq.ft. (162.12 sq.m.)Carpet area: 1725 sq.ft. (160.26 sq.m.),1725.0,4.0,4,3,0.0,East,New Property,2.1,,1745.0,1725.0,1,1,0,0,0,0,142,431.25
flat,tulip violet,sector 69,8756.0,Super Built up area 2010(186.74 sq.m.),2010.0,4.0,4,2,6.0,North,Relatively New,1.76,2010.0,,,0,0,0,0,0,0,108,502.5
flat,central park flower valley aqua front towers,sector 33,11179.0,Super Built up area 1789(166.2 sq.m.),1789.0,3.0,3,3+,8.0,North-East,New Property,2.0,1789.0,,,0,0,0,0,0,0,23,596.3333333333334
house,independent,"sector 4, railway road,",,Plot area 50(41.81 sq.m.),450.0,1.0,1,1,1.0,North-West,Moderately Old,,,450.0,,0,0,0,0,0,0,0,450.0
flat,shree vardhman victoria,sector 70,14249.0,Super Built up area 1950(181.16 sq.m.)Carpet area: 1161 sq.ft. (107.86 sq.m.),1165.0,3.0,5,3,8.0,North,Relatively New,1.66,,,1161.0,0,1,0,0,0,0,108,388.3333333333333
flat,dlf regal gardens,sector 90,5498.0,Super Built up area 1755(163.04 sq.m.)Built Up area: 1500 sq.ft. (139.35 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),2310.0,3.0,3,3+,2.0,South-West,Relatively New,1.27,,1500.0,1400.0,0,0,0,0,1,0,72,770.0
house,unitech espace,sector 50,,Plot area 360(301.01 sq.m.)Built Up area: 300 sq.yards (250.84 sq.m.)Carpet area: 280 sq.yards (234.12 sq.m.),3240.0,4.0,4,3,2.0,North-West,Moderately Old,,,300.0,280.0,0,1,0,0,0,0,22,810.0
flat,dlf the ultima,sector 81,11492.0,Super Built up area 2132(198.07 sq.m.)Built Up area: 1800 sq.ft. (167.23 sq.m.)Carpet area: 1500 sq.ft. (139.35 sq.m.),2132.0,3.0,3,2,9.0,South-East,Relatively New,2.45,,1800.0,1500.0,0,1,0,0,0,2,174,710.6666666666666
flat,pareena laxmi apartments,sector 99a,6107.0,Super Built up area 524(48.68 sq.m.)Carpet area: 424.8 sq.ft. (39.47 sq.m.),524.0,2.0,2,2,2.0,,New Property,0.32,,,424.8,0,0,0,0,0,0,50,262.0
house,independent,sector 46,,Plot area 263(219.9 sq.m.),2367.0,8.0,6,3+,3.0,South-West,Moderately Old,,,2367.0,,0,1,0,0,0,2,67,295.875
house,vipul tatvam villa,sector 48,,Plot area 975(815.22 sq.m.),8775.0,5.0,6,3,2.0,North,Moderately Old,,,8775.0,,1,1,1,1,0,2,110,1755.0
flat,shree vardhman flora,sector 90,4962.0,Super Built up area 1300(120.77 sq.m.)Built Up area: 1225 sq.ft. (113.81 sq.m.)Carpet area: 1075 sq.ft. (99.87 sq.m.),1300.0,2.0,2,3,11.0,North-West,Relatively New,0.645,,1225.0,1075.0,1,0,0,0,0,2,49,650.0
flat,tulip monsella,sector 53,19364.0,Super Built up area 2892(268.68 sq.m.),2892.0,3.0,3,3+,1.0,,Under Construction,5.6,2892.0,,,0,0,0,0,0,0,42,964.0
house,international city by sobha phase 2,sector 109,,Plot area 400(334.45 sq.m.),3600.0,7.0,6,3,3.0,West,Relatively New,,,3600.0,,1,1,0,1,0,0,138,514.2857142857143
house,independent,sohna road road,,Plot area 1000(836.13 sq.m.),9001.0,3.0,3,0,1.0,,Moderately Old,,,9000.0,,0,0,0,0,0,0,0,3000.3333333333335
flat,bptp terra,sector 37d,9037.0,Super Built up area 2191(203.55 sq.m.),2191.0,3.0,3,3+,12.0,North-East,New Property,1.98,2191.0,,,1,0,0,0,0,2,49,730.3333333333334
flat,tata primanti,sector 72,13769.0,Super Built up area 2905(269.88 sq.m.)Built Up area: 2800 sq.ft. (260.13 sq.m.)Carpet area: 2500 sq.ft. (232.26 sq.m.),2905.0,4.0,5,3+,9.0,North-East,Relatively New,4.0,,2800.0,2500.0,0,1,0,0,0,2,165,726.25
house,independent,b1 block sector 57,,Plot area 161(134.62 sq.m.),1449.0,2.0,8,2,4.0,North-East,New Property,,,1449.0,,0,0,0,1,0,2,49,724.5
flat,paras quartier,gwal pahari,14019.0,Super Built up area 5350(497.03 sq.m.),5350.0,4.0,4,3+,20.0,North-East,New Property,7.5,5350.0,,,0,1,0,1,1,2,49,1337.5
house,vipul tatvam villa,sector 48,,Plot area 288(240.8 sq.m.)Built Up area: 280 sq.yards (234.12 sq.m.)Carpet area: 250 sq.yards (209.03 sq.m.),2592.0,4.0,4,2,2.0,West,Moderately Old,,,280.0,250.0,0,1,0,0,0,0,30,648.0
flat,dlf regency park,sector 28,13697.0,Super Built up area 1777(165.09 sq.m.)Built Up area: 1700 sq.ft. (157.94 sq.m.)Carpet area: 1650 sq.ft. (153.29 sq.m.),1650.0,3.0,3,2,19.0,East,Old Property,2.26,,1700.0,1650.0,0,1,0,0,0,0,158,550.0
house,independent,sector 13,,Plot area 785(72.93 sq.m.),785.0,2.0,4,3,3.0,North-West,Moderately Old,,,785.0,,1,1,0,1,1,0,0,392.5
flat,shapoorji pallonji joyville gurugram,sector 102,10601.0,Super Built up area 915(85.01 sq.m.)Carpet area: 600 sq.ft. (55.74 sq.m.),915.0,2.0,2,2,12.0,,New Property,0.97,,,600.0,0,0,0,0,0,0,57,457.5
flat,shreeram apartment ii,sector 4,4667.0,Carpet area: 450 (41.81 sq.m.),450.0,1.0,1,1,2.0,,Relatively New,0.21,,,450.0,0,0,0,0,0,0,7,450.0
flat,orris aster court,sector 85,5671.0,Super Built up area 1587(147.44 sq.m.),1587.0,3.0,3,3,8.0,North-East,Relatively New,0.9,1587.0,,,0,0,0,0,0,0,49,529.0
flat,antriksh heights,sector 84,4356.0,Super Built up area 1125(104.52 sq.m.),1125.0,2.0,2,2,16.0,East,Relatively New,0.49,1125.0,,,0,0,0,0,0,0,66,562.5
house,independent,sector 69,,Built Up area: 763 (70.89 sq.m.),763.0,1.0,1,0,1.0,,Undefined,,,763.0,,0,0,0,0,0,0,0,763.0
flat,kendriya vihar,sector 56,8609.0,Carpet area: 755 (70.14 sq.m.),755.0,1.0,1,1,0.0,,Moderately Old,0.65,,,755.0,0,0,0,0,0,0,143,755.0
flat,greenopolis,sector 89,6806.0,Carpet area: 1910 (177.44 sq.m.),1910.0,3.0,3,3+,1.0,South-West,New Property,1.3,,,1910.0,0,1,0,0,0,0,35,636.6666666666666
flat,orris aster court premier,sector 85,5660.0,Super Built up area 2120(196.95 sq.m.)Built Up area: 1650 sq.ft. (153.29 sq.m.)Carpet area: 1550 sq.ft. (144 sq.m.),2120.0,3.0,4,2,6.0,North-East,Relatively New,1.2,,1650.0,1550.0,0,1,0,0,0,0,28,706.6666666666666
flat,m3m woodshire,sector 107,10815.0,Super Built up area 1943(180.51 sq.m.)Carpet area: 1202 sq.ft. (111.67 sq.m.),1202.0,3.0,3,3,7.0,,Relatively New,1.3,,,1202.0,0,0,0,1,0,0,89,400.6666666666667
flat,godrej,sector 79,11141.0,Built Up area: 2244 (208.47 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),2244.0,3.0,3,3+,5.0,,Undefined,2.5,,2244.0,1800.0,0,0,0,0,0,0,0,748.0
flat,smart world gems,sector 89,8160.0,Super Built up area 1103(102.47 sq.m.),1103.0,2.0,2,2,3.0,,New Property,0.9,1103.0,,,1,0,0,0,1,0,95,551.5
flat,bestech park view residency,sector 2,6709.0,Carpet area: 1416 (131.55 sq.m.),1416.0,2.0,2,3,10.0,North-East,Old Property,0.95,,,1416.0,0,0,0,0,0,2,88,708.0
flat,bestech park view residency,sector 2,6961.0,Super Built up area 1415(131.46 sq.m.),1415.0,2.0,2,3,0.0,East,Moderately Old,0.985,1415.0,,,0,0,0,0,0,0,85,707.5
flat,godrej summit,sector 104,7530.0,Carpet area: 2324 (215.91 sq.m.),2324.0,4.0,5,3+,1.0,,New Property,1.75,,,2324.0,0,1,0,0,0,0,60,581.0
flat,dlf garden city floors,sector 92,8586.0,Super Built up area 1630(151.43 sq.m.),1980.0,3.0,4,2,1.0,,Under Construction,1.7,1630.0,,,0,0,0,0,0,0,63,660.0
flat,bestech park view residency,sector 2,8633.0,Carpet area: 651 (60.48 sq.m.),651.0,1.0,1,2,6.0,South,Moderately Old,0.562,,,651.0,0,0,0,0,0,0,77,651.0
flat,dlf the primus,sector 82a,10283.0,Super Built up area 1799(167.13 sq.m.)Carpet area: 1538 sq.ft. (142.88 sq.m.),1799.0,3.0,3,3+,2.0,South,Relatively New,1.85,,,1538.0,0,0,0,0,0,2,44,599.6666666666666
flat,umang monsoon breeze,sector 78,5391.0,Carpet area: 1280 (118.92 sq.m.),1280.0,2.0,2,2,11.0,,Moderately Old,0.69,,,1280.0,0,0,0,0,0,0,60,640.0
flat,dlf regal gardens,sector 90,7066.0,Super Built up area 1755(163.04 sq.m.)Built Up area: 1600 sq.ft. (148.64 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),1755.0,3.0,3,3+,9.0,South,Relatively New,1.24,,1600.0,1400.0,0,0,0,0,1,0,72,585.0
house,international city by sobha phase 2,sector 109,,Plot area 500(418.06 sq.m.)Built Up area: 480 sq.yards (401.34 sq.m.)Carpet area: 460 sq.yards (384.62 sq.m.),4500.0,7.0,5,3+,4.0,East,Relatively New,,,480.0,460.0,1,1,0,1,1,0,49,642.8571428571429
flat,sbr minda sec-1 imt manesar,sector 1 imt manesar,4194.0,Carpet area: 1526 (141.77 sq.m.),1526.0,3.0,2,3+,6.0,East,Old Property,0.64,,,1526.0,0,0,0,0,0,0,51,508.6666666666667
flat,hsiidc sidco shivalik apartments,sector 1 imt manesar,4000.0,Super Built up area 1500(139.35 sq.m.)Carpet area: 1077 sq.ft. (100.06 sq.m.),1500.0,3.0,2,2,5.0,South-East,Moderately Old,0.6,,,1077.0,0,0,0,0,0,0,80,500.0
flat,antriksh green,sector 45,7826.0,Carpet area: 2875 (267.1 sq.m.),2875.0,4.0,4,2,9.0,North,Old Property,2.25,,,2875.0,0,1,0,0,0,1,23,718.75
house,signature global park,sohna road,,Built Up area: 1120 (104.05 sq.m.),1120.0,3.0,2,2,1.0,,Under Construction,,,1120.0,,0,0,0,0,0,0,15,373.3333333333333
flat,sare crescent parc,sector 92,5000.0,Super Built up area 1000(92.9 sq.m.),1000.0,2.0,2,2,2.0,,Relatively New,0.5,1000.0,,,0,0,0,0,1,0,72,500.0
flat,smart world gems,sector 89,7797.0,Carpet area: 1103 (102.47 sq.m.),1103.0,2.0,3,2,4.0,North-East,New Property,0.86,,,1103.0,1,1,0,1,0,2,72,551.5
flat,indiabulls centrum park,sector 103,8433.0,Super Built up area 1423(132.2 sq.m.),1423.0,2.0,2,3,3.0,North-East,Moderately Old,1.2,1423.0,,,0,0,0,0,0,0,26,711.5
flat,sare green parc phase 3,sector 92,5150.0,Super Built up area 2090(194.17 sq.m.),2097.0,4.0,4,2,16.0,,New Property,1.08,2090.0,,,0,1,0,0,0,0,107,524.25
flat,bestech park view ananda,sector 81,10626.0,Super Built up area 1360(126.35 sq.m.)Carpet area: 894 sq.ft. (83.06 sq.m.),894.0,2.0,2,2,2.0,North-East,Relatively New,0.95,,,894.0,0,0,0,0,0,2,104,447.0
flat,vatika city,sector 49,7818.0,Carpet area: 2200 (204.39 sq.m.),2200.0,3.0,3,2,2.0,North-East,Old Property,1.72,,,2200.0,0,0,0,0,0,2,144,733.3333333333334
flat,tulip violet,sector 69,8973.0,Carpet area: 1538 (142.88 sq.m.),1538.0,3.0,3,1,12.0,West,Relatively New,1.38,,,1538.0,0,0,0,0,0,0,174,512.6666666666666
flat,lord krishna,adarsh nagar,8571.0,Built Up area: 3150 (292.64 sq.m.),3150.0,4.0,3,3,6.0,North-East,Undefined,2.7,,3150.0,,0,0,0,0,0,0,0,787.5
house,independent,sector 56,,Plot area 167(139.63 sq.m.),1503.0,4.0,4,3+,2.0,,Relatively New,,,1503.0,,0,0,0,0,0,2,24,375.75
flat,tarc maceo,sector 91,6870.0,Super Built up area 1310(121.7 sq.m.),1310.0,2.0,2,2,13.0,East,Relatively New,0.9,1310.0,,,0,0,0,0,0,1,67,655.0
flat,godrej,sector 79,16261.0,Carpet area: 84.01,904.0,2.0,2,3,9.0,North-East,New Property,1.47,,,84.01,1,0,0,0,0,0,99,452.0
flat,vatika gurgaon,sector 83,7812.0,Super Built up area 2390(222.04 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.),1600.0,4.0,4,3,12.0,South-West,Moderately Old,1.25,,,1600.0,0,1,0,0,0,0,103,400.0
flat,eldeco accolade,sohna road,6177.0,Super Built up area 1457(135.36 sq.m.)Built Up area: 1050 sq.ft. (97.55 sq.m.)Carpet area: 849 sq.ft. (78.87 sq.m.),1538.0,2.0,2,3+,8.0,South,Under Construction,0.95,,1050.0,849.0,1,0,0,0,1,0,72,769.0
flat,shree vardhman flora,sector 90,5120.0,Super Built up area 1875(174.19 sq.m.),1875.0,3.0,4,3,3.0,North,New Property,0.96,1875.0,,,0,1,0,0,0,0,106,625.0
flat,ss the leaf,sector 85,13319.0,Super Built up area 1772(164.62 sq.m.)Built Up area: 1300 sq.ft. (120.77 sq.m.)Carpet area: 916 sq.ft. (85.1 sq.m.),916.0,2.0,2,3,16.0,North-East,Relatively New,1.22,,1300.0,916.0,0,0,1,0,0,0,81,458.0
flat,ireo the grand arch,sector 58,18484.0,Super Built up area 2164(201.04 sq.m.),2164.0,3.0,4,3,5.0,North-West,Old Property,4.0,2164.0,,,0,1,0,0,0,2,49,721.3333333333334
house,huda,sector 38,,Plot area 162(135.45 sq.m.)Built Up area: 161 sq.yards (134.62 sq.m.)Carpet area: 160 sq.yards (133.78 sq.m.),1458.0,3.0,2,3,2.0,East,Moderately Old,,,161.0,160.0,0,0,1,0,0,2,85,486.0
flat,paras dews,sector 106,6534.0,Super Built up area 1760(163.51 sq.m.)Built Up area: 1186 sq.ft. (110.18 sq.m.)Carpet area: 1130 sq.ft. (104.98 sq.m.),1760.0,3.0,4,3+,12.0,East,Relatively New,1.15,,1186.0,1130.0,1,1,0,0,0,2,174,586.6666666666666
flat,emaar mgf emerald floors premier,sector 65,14684.0,Carpet area: 1975 (183.48 sq.m.),1975.0,4.0,4,0,0.0,North,Relatively New,2.9,,,1975.0,0,0,1,0,0,0,50,493.75
house,independent,sector 82,,Plot area 360(301.01 sq.m.),3240.0,5.0,5,3+,2.0,East,Relatively New,,,3240.0,,0,1,0,1,0,2,135,648.0
flat,tata primanti,sector 72,12152.0,Super Built up area 2625(243.87 sq.m.),2625.0,4.0,5,3+,20.0,North,Relatively New,3.19,2625.0,,,0,1,0,0,0,2,159,656.25
house,vipul tatvam villa,sector 48,,Plot area 358(299.33 sq.m.),3222.0,4.0,5,2,2.0,South,Moderately Old,,,3222.0,,1,1,1,1,0,2,144,805.5
flat,shri banke bihari society,sector 56,9133.0,Super Built up area 1500(139.35 sq.m.)Built Up area: 1450 sq.ft. (134.71 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),1500.0,3.0,3,3+,2.0,North-East,Old Property,1.37,,1450.0,1400.0,0,0,0,0,1,0,174,500.0
house,independent,sohna road,,Plot area 33(27.59 sq.m.),277.0,1.0,1,0,1.0,,Relatively New,,,33.0,,0,0,0,0,0,0,0,277.0
flat,conscient heritage max,sector 102,9307.0,Super Built up area 2149(199.65 sq.m.),2310.0,3.0,4,3,13.0,South,Relatively New,2.15,2149.0,,,1,1,0,0,0,0,101,770.0
flat,tarc maceo,sector 91,6339.0,Super Built up area 1404(130.44 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),1404.0,2.0,2,3+,9.0,East,Relatively New,0.89,,,1200.0,0,0,0,0,1,2,13,702.0
house,dlf city plots phase 2,sector 25,,Plot area 400(334.45 sq.m.),3600.0,9.0,9,3+,3.0,South-West,Old Property,,,3600.0,,0,1,1,1,0,0,73,400.0
flat,ss the leaf,sector 85,8929.0,Super Built up area 2408(223.71 sq.m.),2408.0,3.0,5,3,2.0,,New Property,2.15,2408.0,,,0,0,0,0,0,0,53,802.6666666666666
house,independent,sector 2,,Plot area 173(144.65 sq.m.),1557.0,4.0,4,2,4.0,West,Old Property,,,1557.0,,0,0,0,0,0,0,17,389.25
flat,ss the leaf,sector 85,6852.0,Super Built up area 2408(223.71 sq.m.),2408.0,3.0,4,3,9.0,,New Property,1.65,2408.0,,,0,0,0,1,0,0,21,802.6666666666666
house,independent,sector 57,,Plot area 300(250.84 sq.m.),2700.0,6.0,6,3+,4.0,North-East,Old Property,,,2700.0,,1,1,1,1,0,0,52,450.0
flat,krisumi waterfall residences,sector 36a,15501.0,Carpet area: 2538 (235.79 sq.m.),2645.0,3.0,4,3,30.0,,New Property,4.1,,,2538.0,1,0,0,0,0,1,49,881.6666666666666
flat,bestech park view ananda,sector 81,7542.0,Carpet area: 1790 (166.3 sq.m.),1790.0,3.0,3,3+,8.0,North,Old Property,1.35,,,1790.0,0,0,0,0,0,0,114,596.6666666666666
flat,m3m skywalk,sector 74,13345.0,Super Built up area 1400(130.06 sq.m.)Built Up area: 1250 sq.ft. (116.13 sq.m.)Carpet area: 1139.2 sq.ft. (105.84 sq.m.),1139.0,2.0,2,3,6.0,South-East,Relatively New,1.52,,1250.0,1139.2,0,0,1,0,0,0,174,569.5
flat,dlf the primus,sector 82a,13846.0,Super Built up area 1818(168.9 sq.m.)Carpet area: 1300 sq.ft. (120.77 sq.m.),1300.0,3.0,3,3+,10.0,North-East,Relatively New,1.8,,,1300.0,0,1,0,0,0,1,174,433.3333333333333
flat,signature global city 92,sector 92,9074.0,Built Up area: 1091 (101.36 sq.m.),1091.0,3.0,2,3,1.0,,Under Construction,0.99,,1091.0,,0,0,0,0,0,0,24,363.6666666666667
flat,tulip violet,sector 69,8872.0,Super Built up area 1578(146.6 sq.m.),1578.0,3.0,3,2,11.0,North,Relatively New,1.4,1578.0,,,0,0,0,1,0,0,126,526.0
flat,navjyoti apartment,sector 38,11939.0,Carpet area: 1759 (163.42 sq.m.),1759.0,4.0,4,3+,10.0,North,Old Property,2.1,,,1759.0,0,0,0,0,0,1,22,439.75
house,independent,sector 43,,Plot area 215(179.77 sq.m.),1935.0,4.0,4,2,2.0,North,Old Property,,,1935.0,,0,1,1,1,0,0,34,483.75
flat,ss,sector 85,7169.0,Super Built up area 1640(152.36 sq.m.)Built Up area: 1630 sq.ft. (151.43 sq.m.)Carpet area: 1620 sq.ft. (150.5 sq.m.),1646.0,2.0,2,3,4.0,West,Relatively New,1.18,,1630.0,1620.0,0,0,0,0,0,0,49,823.0
flat,the lions cghs,sector 56,8333.0,Super Built up area 2400(222.97 sq.m.)Carpet area: 2100 sq.ft. (195.1 sq.m.),2400.0,4.0,4,3,8.0,West,Relatively New,2.0,,,2100.0,0,0,0,0,1,2,49,600.0
flat,lotus homz,sector 111,10057.0,Carpet area: 696 (64.66 sq.m.),696.0,2.0,2,2,8.0,East,Relatively New,0.7,,,696.0,0,0,0,0,0,0,68,348.0
flat,supertech araville,sector 79,5641.0,Carpet area: 1950 (181.16 sq.m.),1950.0,3.0,3,3,1.0,,Relatively New,1.1,,,1950.0,0,0,0,0,0,2,106,650.0
house,independent,sector 3,,Plot area 820(76.18 sq.m.)Built Up area: 810 sq.ft. (75.25 sq.m.)Carpet area: 715 sq.ft. (66.43 sq.m.),820.0,2.0,2,1,2.0,South-East,Moderately Old,,,810.0,715.0,0,0,0,0,0,0,0,410.0
flat,ireo the corridors,sector 67a,12044.0,Super Built up area 1727(160.44 sq.m.),1727.0,3.0,3,2,6.0,,Under Construction,2.08,1727.0,,,0,0,0,0,1,0,55,575.6666666666666
flat,pareena coban residences,sector 99a,6159.0,Super Built up area 1997(185.53 sq.m.),1997.0,3.0,5,3,5.0,North-East,Relatively New,1.23,1997.0,,,0,1,0,0,0,0,99,665.6666666666666
flat,railway officers rpf society,sector 9a,5039.0,Built Up area: 2580 (239.69 sq.m.),2580.0,4.0,4,3+,9.0,East,Undefined,1.3,,2580.0,,0,0,0,0,0,0,0,645.0
flat,mapsko mount ville,sector 79,9396.0,Carpet area: 1490 (138.43 sq.m.),1490.0,3.0,3,3,2.0,North,New Property,1.4,,,1490.0,0,0,0,0,0,2,112,496.6666666666667
flat,orchid petals,sector 49,12179.0,Super Built up area 2061(191.47 sq.m.),2061.0,3.0,3,3+,7.0,East,Old Property,2.51,2061.0,,,1,0,0,0,0,2,72,687.0
flat,jammu and kashmir bank employees cghs,sector 9a,6065.0,Carpet area: 1550 (144 sq.m.),1550.0,3.0,3,2,5.0,East,Moderately Old,0.94,,,1550.0,0,0,0,0,0,2,85,516.6666666666666
flat,ss the leaf,sector 85,10017.0,Super Built up area 1640(152.36 sq.m.)Carpet area: 1148 sq.ft. (106.65 sq.m.),1148.0,2.0,2,3+,18.0,East,Relatively New,1.15,,,1148.0,0,0,1,0,0,0,156,574.0
flat,central park flower valley,sector 33,12778.0,Carpet area: 1800 (167.23 sq.m.),1800.0,4.0,4,3+,5.0,North-East,New Property,2.3,,,1800.0,0,1,0,1,0,0,42,450.0
house,independent,sector 46,,Plot area 161(134.62 sq.m.),1449.0,2.0,4,3+,3.0,North-West,Moderately Old,,,1449.0,,0,1,0,0,0,2,73,724.5
flat,sobha city,sector 108,14940.0,Super Built up area 2343(217.67 sq.m.),2510.0,3.0,3,2,16.0,North-East,New Property,3.75,2343.0,,,0,1,0,0,0,0,77,836.6666666666666
flat,conscient heritage max,sector 102,10490.0,Carpet area: 2860 (265.7 sq.m.),2860.0,4.0,4,3+,7.0,East,Relatively New,3.0,,,2860.0,0,0,0,0,1,2,65,715.0
flat,mvn athens,sohna road,5895.0,Carpet area: 457.52 (42.5 sq.m.),458.0,2.0,2,1,0.0,,Relatively New,0.27,,,457.52,0,0,0,0,0,2,69,229.0
flat,sare green parc phase 3,sector 92,5279.0,Super Built up area 1326(123.19 sq.m.)Built Up area: 1325 sq.ft. (123.1 sq.m.)Carpet area: 1320 sq.ft. (122.63 sq.m.),1326.0,3.0,2,2,4.0,,Relatively New,0.7,,1325.0,1320.0,0,0,0,0,0,0,56,442.0
