property_type,society,sector,price_per_sqft,areaWithType,area,bedRoom,bathroom,balcony,floorNum,facing,agePossession,Price_in_Crore,super_built_up_area,built_up_area,carpet_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score,area_room_ratio
house,silverglades tarudhan valley golf resort,bissar,,Plot area 270(225.75 sq.m.),2430.0,3.0,3,2,2.0,,Moderately Old,,,2430.0,,1,1,0,1,1,1,160,810.0
flat,mapsko paradise,sector 83,6300.0,Carpet area: 1340 (124.49 sq.m.),1508.0,3.0,3,3,1.0,,Moderately Old,0.95,,,1340.0,0,0,0,0,0,0,0,502.6666666666667
house,independent,sector 7,,Plot area 250(209.03 sq.m.),2250.0,3.0,3,2,2.0,North-West,Old Property,,,2250.0,,0,0,0,0,0,0,22,750.0
flat,m3m woodshire,sector 107,5718.0,Super Built up area 2361(219.34 sq.m.)Built Up area: 1950 sq.ft. (181.16 sq.m.),2361.0,3.0,4,3+,8.0,South,Relatively New,1.35,,1950.0,,0,1,0,0,0,2,74,787.0
flat,dlf the ultima,sector 81,12013.0,Super Built up area 2872(266.82 sq.m.),2872.0,4.0,4,3+,10.0,East,New Property,3.45,2872.0,,,0,1,0,0,0,1,165,718.0
flat,signature global solera,sector 107,7907.0,Carpet area: 645 (59.92 sq.m.),645.0,3.0,2,2,9.0,South,Relatively New,0.51,,,645.0,0,0,0,0,1,0,15,215.0
house,independent,shivji park colony,,Plot area 530(49.24 sq.m.),472.0,2.0,1,0,1.0,,Old Property,,,530.0,,0,0,0,0,0,0,7,236.0
flat,aipl zen residences,sector 70a,10258.0,Built Up area: 1706 (158.49 sq.m.)Carpet area: 1050 sq.ft. (97.55 sq.m.),1706.0,3.0,4,3+,20.0,North-East,Relatively New,1.75,,1706.0,1050.0,0,0,0,0,1,1,49,568.6666666666666
flat,corona gracieux,sector 76,5499.0,Super Built up area 2650(246.19 sq.m.),2655.0,4.0,6,3+,8.0,,New Property,1.46,2650.0,,,0,1,0,0,0,0,58,663.75
flat,vatika city,sector 49,11723.0,Super Built up area 2251.42(209.16 sq.m.)Built Up area: 1750.75 sq.ft. (162.65 sq.m.),2252.0,3.0,4,3+,2.0,East,Moderately Old,2.64,,1750.75,,0,1,0,1,0,2,140,750.6666666666666
flat,the rama apartment cghs,sector 43,10204.0,Carpet area: 2450 (227.61 sq.m.),2450.0,4.0,4,3+,4.0,East,Moderately Old,2.5,,,2450.0,0,1,0,0,0,0,26,612.5
flat,vatika the seven lamps,sector 82,5934.0,Super Built up area 1298(120.59 sq.m.),1306.0,2.0,2,2,0.0,North-West,Relatively New,0.775,1298.0,,,0,0,0,0,0,2,103,653.0
flat,sare crescent parc,sector 92,4855.0,Built Up area: 1895 (176.05 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.),1895.0,4.0,5,3+,14.0,North-East,Moderately Old,0.92,,1895.0,1600.0,0,0,0,0,0,2,131,473.75
house,independent,mohan nagar,,Plot area 166(138.8 sq.m.),1494.0,4.0,4,2,1.0,East,Old Property,,,1494.0,,0,0,0,0,0,0,0,373.5
flat,ss the leaf,sector 85,6667.0,Super Built up area 1640(152.36 sq.m.)Built Up area: 1638 sq.ft. (152.18 sq.m.)Carpet area: 1635 sq.ft. (151.9 sq.m.),1635.0,2.0,2,3,9.0,South-West,Relatively New,1.09,,1638.0,1635.0,0,0,1,0,0,0,174,817.5
flat,dlf new town heights,sector 90,6601.0,Super Built up area 2727(253.35 sq.m.),2727.0,4.0,4,3+,23.0,,Moderately Old,1.8,2727.0,,,0,0,0,0,0,0,67,681.75
flat,emaar palm gardens,sector 83,12329.0,Super Built up area 1720(159.79 sq.m.)Carpet area: 1095.3 sq.ft. (101.76 sq.m.),1095.0,3.0,3,3,7.0,South-West,Relatively New,1.35,,,1095.3,0,1,0,0,0,0,24,365.0
flat,gls arawali homes,sohna road,4938.0,Super Built up area 567(52.68 sq.m.)Built Up area: 500 sq.ft. (46.45 sq.m.)Carpet area: 467 sq.ft. (43.39 sq.m.),567.0,2.0,2,2,3.0,East,Relatively New,0.28,,500.0,467.0,0,0,0,0,0,2,42,283.5
flat,godrej summit,sector 104,8668.0,Super Built up area 1269(117.89 sq.m.),1269.0,2.0,2,3,16.0,East,Under Construction,1.1,1269.0,,,0,0,0,0,1,0,88,634.5
flat,emaar palm gardens,sector 83,9211.0,Super Built up area 1900(176.52 sq.m.)Carpet area: 1240.04 sq.ft. (115.2 sq.m.),1900.0,3.0,3,3+,11.0,East,Relatively New,1.75,,,1240.04,0,1,0,0,0,0,120,633.3333333333334
flat,godrej summit,sector 104,8299.0,Carpet area: 1446 (134.34 sq.m.),1446.0,3.0,2,3+,16.0,,Relatively New,1.2,,,1446.0,1,0,0,1,0,2,142,482.0
flat,divya apartments,sector 6,7595.0,Built Up area: 790 (73.39 sq.m.)Carpet area: 750 sq.ft. (69.68 sq.m.),790.0,2.0,2,0,2.0,South-West,Relatively New,0.6,,790.0,750.0,0,0,0,0,0,2,15,395.0
flat,emaar palm gardens,sector 83,8649.0,Super Built up area 1850(171.87 sq.m.),1850.0,3.0,3,3+,6.0,East,Relatively New,1.6,1850.0,,,1,1,1,1,0,2,167,616.6666666666666
flat,puri diplomatic greens,sector 111,11525.0,Super Built up area 2950(274.06 sq.m.),2950.0,4.0,5,3+,14.0,East,Relatively New,3.4,2950.0,,,0,1,0,0,0,0,94,737.5
flat,signature global city,sector 37d,8800.0,Carpet area: 1250 (116.13 sq.m.),1250.0,3.0,3,3,1.0,,Under Construction,1.1,,,1250.0,0,0,0,0,0,0,16,416.6666666666667
flat,emaar gurgaon greens,sector 102,8606.0,Super Built up area 1650(153.29 sq.m.)Carpet area: 1022 sq.ft. (94.95 sq.m.),1650.0,3.0,3,3,4.0,North,Relatively New,1.42,,,1022.0,0,0,0,0,1,0,49,550.0
flat,conscient heritage max,sector 102,9307.0,Super Built up area 2149(199.65 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.)Carpet area: 1650 sq.ft. (153.29 sq.m.),2149.0,3.0,4,3+,13.0,North-East,Relatively New,2.0,,1900.0,1650.0,1,1,0,0,0,2,174,716.3333333333334
flat,la vida by tata housing,sector 113,10345.0,Super Built up area 1276(118.54 sq.m.)Built Up area: 1199 sq.ft. (111.39 sq.m.)Carpet area: 1099 sq.ft. (102.1 sq.m.),1276.0,2.0,2,2,3.0,North-East,Relatively New,1.32,,1199.0,1099.0,0,0,0,0,0,0,49,638.0
house,independent,new sector 2 phase 1,,Plot area 900(83.61 sq.m.),900.0,3.0,2,2,3.0,South-East,Old Property,,,900.0,,0,0,1,0,0,0,16,300.0
flat,shapoorji pallonji joyville gurugram,sector 102,16960.0,Built Up area: 1852 (172.06 sq.m.)Carpet area: 1250 sq.ft. (116.13 sq.m.),1250.0,3.0,3,3,9.0,,Relatively New,2.12,,1852.0,1250.0,0,0,0,0,0,0,72,416.6666666666667
flat,emaar mgf emerald floors premier,sector 65,14545.0,Super Built up area 1650(153.29 sq.m.)Built Up area: 1600 sq.ft. (148.64 sq.m.)Carpet area: 1250 sq.ft. (116.13 sq.m.),1650.0,3.0,3,3,3.0,East,Relatively New,2.4,,1600.0,1250.0,1,1,0,0,0,2,49,550.0
house,independent,sector 47,,Plot area 1944(180.6 sq.m.)Built Up area: 4650 sq.ft. (432 sq.m.)Carpet area: 4500 sq.ft. (418.06 sq.m.),4500.0,9.0,9,3+,4.0,East,Relatively New,,,4650.0,4500.0,0,1,0,0,0,2,142,500.0
flat,rof ananda,sector 95,6579.0,Super Built up area 380(35.3 sq.m.),380.0,1.0,1,1,4.0,,New Property,0.25,380.0,,,0,0,0,0,0,0,0,380.0
flat,emaar mgf palm hills,sector 77,9500.0,Super Built up area 2000(185.81 sq.m.)Carpet area: 1218.03 sq.ft. (113.16 sq.m.),2000.0,3.0,4,3+,6.0,South-West,New Property,1.9,,,1218.03,0,1,0,0,0,2,42,666.6666666666666
flat,emaar digihomes,sector 62,15263.0,Carpet area: 2588 (240.43 sq.m.),2588.0,3.0,3,3,33.0,East,New Property,3.95,,,2588.0,0,1,0,0,0,2,49,862.6666666666666
flat,gls arawali homes,sohna road,4688.0,Carpet area: 640 (59.46 sq.m.),640.0,2.0,2,2,4.0,,Relatively New,0.3,,,640.0,0,0,0,0,0,0,42,320.0
flat,corona optus,sector 37c,7090.0,Super Built up area 1763(163.79 sq.m.)Built Up area: 1350 sq.ft. (125.42 sq.m.)Carpet area: 1234 sq.ft. (114.64 sq.m.),1763.0,3.0,3,3,4.0,North-West,Relatively New,1.25,,1350.0,1234.0,0,0,0,0,1,0,49,587.6666666666666
flat,apex our homes,sector 37c,3568.0,Super Built up area 925(85.94 sq.m.)Built Up area: 850 sq.ft. (78.97 sq.m.)Carpet area: 800 sq.ft. (74.32 sq.m.),925.0,2.0,2,1,3.0,West,Relatively New,0.33,,850.0,800.0,0,0,0,0,0,2,158,462.5
flat,mapsko royale ville,sector 82,5419.0,Super Built up area 1790(166.3 sq.m.),1790.0,3.0,4,2,16.0,North-West,Relatively New,0.97,1790.0,,,0,1,0,0,0,0,95,596.6666666666666
flat,dlf park place,sector 54,24963.0,Super Built up area 2704(251.21 sq.m.)Carpet area: 1534 sq.ft. (142.51 sq.m.),2704.0,4.0,4,2,8.0,North,Moderately Old,6.75,,,1534.0,0,1,0,0,0,1,135,676.0
house,independent,sector 43,,Plot area 300(250.84 sq.m.),2700.0,5.0,5,3,3.0,West,Moderately Old,,,2700.0,,0,1,0,0,0,2,113,540.0
flat,godrej nature plus serenity,sector 33,11583.0,Carpet area: 1200 (111.48 sq.m.),1200.0,3.0,2,3+,23.0,East,Under Construction,1.39,,,1200.0,0,0,0,0,0,0,105,400.0
flat,shapoorji pallonji joyville gurugram,sector 102,10383.0,Built Up area: 915 (85.01 sq.m.)Carpet area: 675 sq.ft. (62.71 sq.m.),915.0,2.0,2,2,14.0,,Undefined,0.95,,915.0,675.0,0,0,0,0,0,0,0,457.5
house,vipul tatvam villa,sector 48,,Plot area 360(301.01 sq.m.),3240.0,4.0,4,2,,East,Moderately Old,,,3240.0,,0,1,1,1,0,0,88,810.0
flat,pyramid urban homes 2,sector 86,7321.0,Carpet area: 601 (55.83 sq.m.),601.0,2.0,2,2,6.0,East,Relatively New,0.44,,,601.0,0,0,0,0,0,2,63,300.5
flat,valley view estate,gwal pahari,8278.0,Carpet area: 1812 (168.34 sq.m.),1812.0,4.0,4,3+,9.0,North,Old Property,1.5,,,1812.0,1,1,0,0,1,0,135,453.0
house,independent,sector 3 phase i,,Plot area 26000(2415.48 sq.m.),26032.0,4.0,4,2,2.0,East,Moderately Old,,,26000.0,,0,1,0,1,0,0,62,6508.0
flat,whiteland blissville,sector 76,11794.0,Built Up area: 1628 (151.25 sq.m.),1628.0,3.0,3,2,3.0,,Undefined,1.92,,1628.0,,0,0,0,0,0,0,61,542.6666666666666
flat,ild greens,sector 37c,4724.0,Super Built up area 1800(167.23 sq.m.),2117.0,3.0,3,3,3.0,,Under Construction,1.0,1800.0,,,0,0,0,0,0,0,51,705.6666666666666
house,independent,sector 24,,Plot area 163(136.29 sq.m.)Built Up area: 160 sq.yards (133.78 sq.m.)Carpet area: 150 sq.yards (125.42 sq.m.),1350.0,2.0,8,3+,4.0,East,Relatively New,,,160.0,150.0,0,1,1,0,0,2,56,675.0
flat,smriti apartment,sector 56,7500.0,Super Built up area 600(55.74 sq.m.),600.0,1.0,1,2,3.0,,Old Property,0.45,600.0,,,0,0,0,0,0,0,57,600.0
flat,spaze privy at,sector 84,9643.0,Super Built up area 1918(178.19 sq.m.)Built Up area: 1750 sq.ft. (162.58 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),1400.0,3.0,3,3,7.0,South-East,Relatively New,1.35,,1750.0,1400.0,0,0,0,1,0,0,90,466.6666666666667
flat,emaar palm gardens,sector 83,9474.0,Super Built up area 1900(176.52 sq.m.),1900.0,3.0,3,3+,9.0,South,Relatively New,1.8,1900.0,,,0,0,0,0,0,0,55,633.3333333333334
flat,aipl the peaceful homes,sector 70a,10698.0,Super Built up area 2150(199.74 sq.m.),2150.0,3.0,3,3,3.0,North-East,Relatively New,2.3,2150.0,,,0,0,1,0,0,2,124,716.6666666666666
house,independent,sector 108,,Built Up area: 3000 (278.71 sq.m.)Carpet area: 2600 sq.ft. (241.55 sq.m.),3000.0,4.0,4,3+,1.0,North-East,Undefined,,,3000.0,2600.0,0,0,0,0,0,0,0,750.0
flat,global hill view,sector 11,5150.0,Built Up area: 699 (64.94 sq.m.),699.0,2.0,2,0,15.0,,Undefined,0.36,,699.0,,0,0,0,0,0,0,0,349.5
house,independent,sector 26,,Plot area 502(419.74 sq.m.),4518.0,5.0,6,3+,3.0,North,Moderately Old,,,4518.0,,1,1,1,1,0,2,78,903.6
house,dlf city plots,sector 26,,Plot area 502(419.74 sq.m.),4518.0,6.0,6,3,2.0,East,Relatively New,,,4518.0,,1,1,0,0,0,2,121,753.0
flat,dlf the ultima,sector 81,11233.0,Super Built up area 2092(194.35 sq.m.)Carpet area: 1100 sq.ft. (102.19 sq.m.),2092.0,3.0,4,3+,18.0,North,Relatively New,2.35,,,1100.0,0,1,0,0,0,0,106,697.3333333333334
house,independent,sector 56,,Plot area 168(140.47 sq.m.),1512.0,5.0,6,3+,4.0,East,Relatively New,,,1512.0,,0,0,0,1,1,2,27,302.4
flat,the lions cghs,sector 56,8542.0,Carpet area: 2400 (222.97 sq.m.),2400.0,4.0,4,3+,8.0,West,Moderately Old,2.05,,,2400.0,0,0,0,0,0,2,49,600.0
flat,orchid petals,sector 49,11559.0,Super Built up area 2033(188.87 sq.m.)Built Up area: 2030 sq.ft. (188.59 sq.m.)Carpet area: 1750 sq.ft. (162.58 sq.m.),2033.0,3.0,3,3,15.0,West,Relatively New,2.35,,2030.0,1750.0,0,0,0,0,1,0,49,677.6666666666666
flat,mahindra aura,sector 110,9655.0,Super Built up area 1615(150.04 sq.m.)Built Up area: 1550 sq.ft. (144 sq.m.)Carpet area: 1450 sq.ft. (134.71 sq.m.),1450.0,3.0,3,3,10.0,North,Relatively New,1.4,,1550.0,1450.0,0,0,0,0,0,2,142,483.3333333333333
flat,dlf the skycourt,sector 86,8294.0,Super Built up area 1929(179.21 sq.m.)Built Up area: 1548 sq.ft. (143.81 sq.m.)Carpet area: 1300 sq.ft. (120.77 sq.m.),1929.0,3.0,3,3+,9.0,North-East,Relatively New,1.6,,1548.0,1300.0,0,0,0,0,1,2,167,643.0
house,vipul tatvam villa,sector 48,,Plot area 355(296.83 sq.m.),3195.0,4.0,5,3,2.0,North-West,Moderately Old,,,3195.0,,1,1,1,1,0,2,110,798.75
house,independent,sector 17,,Plot area 502(419.74 sq.m.)Built Up area: 500 sq.yards (418.06 sq.m.)Carpet area: 450 sq.yards (376.26 sq.m.),4050.0,8.0,8,3,3.0,West,Relatively New,,,500.0,450.0,1,0,0,0,0,2,27,506.25
flat,friends apartment,sector 52,8511.0,Super Built up area 2350(218.32 sq.m.)Carpet area: 1850 sq.ft. (171.87 sq.m.),2350.0,4.0,3,3,5.0,North,Moderately Old,2.0,,,1850.0,0,1,0,0,0,1,111,587.5
flat,hcbs sports ville,sohna road,6166.0,Carpet area: 519 (48.22 sq.m.),519.0,2.0,2,2,2.0,,New Property,0.32,,,519.0,0,0,0,0,0,0,37,259.5
flat,signature global city,sector 37d,8421.0,Super Built up area 950(88.26 sq.m.),950.0,2.0,2,2,2.0,,Under Construction,0.8,950.0,,,0,0,0,0,0,0,42,475.0
flat,m3m capital,sector 113,14143.0,Carpet area: 2298 (213.49 sq.m.),2298.0,4.0,4,3+,34.0,,Under Construction,3.25,,,2298.0,1,1,0,1,0,0,115,574.5
house,nirvana cedar crest,sector 50,,Plot area 240(200.67 sq.m.)Built Up area: 239 sq.yards (199.83 sq.m.)Carpet area: 238 sq.yards (199 sq.m.),2160.0,5.0,4,3,2.0,East,Moderately Old,,,239.0,238.0,1,0,1,1,0,2,110,432.0
house,jacob pura,sector 12,,Built Up area: 360 (33.45 sq.m.),360.0,2.0,1,0,,,Old Property,,,360.0,,0,0,0,0,0,0,0,180.0
flat,supertech hilltown,sector 2,5556.0,Built Up area: 1440 (133.78 sq.m.)Carpet area: 1080 sq.ft. (100.34 sq.m.),1440.0,3.0,2,3,8.0,,Undefined,0.8,,1440.0,1080.0,0,0,0,0,0,0,0,480.0
flat,paras dews,sector 106,11605.0,Super Built up area 1665(154.68 sq.m.)Built Up area: 1145 sq.ft. (106.37 sq.m.)Carpet area: 1034 sq.ft. (96.06 sq.m.),1034.0,3.0,3,3,12.0,North-West,Relatively New,1.2,,1145.0,1034.0,1,0,0,0,0,0,158,344.6666666666667
house,independent,sector 47,,Plot area 192(160.54 sq.m.),1728.0,2.0,6,3+,4.0,,Moderately Old,,,1728.0,,0,0,0,0,0,1,51,864.0
house,independent,sector 27,,Plot area 338(282.61 sq.m.),3042.0,9.0,9,3,4.0,North-East,Relatively New,,,3042.0,,1,1,1,1,0,1,110,338.0
flat,hcbs sports ville,sohna road,5517.0,Carpet area: 580 (53.88 sq.m.),580.0,2.0,2,1,7.0,,New Property,0.32,,,580.0,0,0,0,0,0,0,37,290.0
house,independent,sector 17a,,Plot area 85(71.07 sq.m.)Built Up area: 105 sq.yards (87.79 sq.m.),765.0,2.0,2,1,1.0,South-East,Old Property,,,105.0,,0,0,0,0,0,0,22,382.5
flat,unitech the residences,sector 33,9910.0,Super Built up area 1110(103.12 sq.m.)Built Up area: 1100 sq.ft. (102.19 sq.m.)Carpet area: 1000 sq.ft. (92.9 sq.m.),1110.0,2.0,2,3,9.0,East,Moderately Old,1.1,,1100.0,1000.0,0,0,0,0,0,2,44,555.0
flat,rwa,sector 7,6000.0,Carpet area: 800 (74.32 sq.m.),800.0,3.0,2,1,1.0,North-East,New Property,0.48,,,800.0,0,0,0,0,0,0,21,266.6666666666667
flat,bestech park view grand spa,sector 81,8346.0,Super Built up area 2660(247.12 sq.m.),2660.0,3.0,4,3+,15.0,South-East,Relatively New,2.22,2660.0,,,0,1,0,0,0,2,174,886.6666666666666
flat,tulip violet,sector 69,15360.0,Carpet area: 1250 (116.13 sq.m.),1250.0,4.0,4,2,0.0,South,Relatively New,1.92,,,1250.0,0,0,0,0,0,0,174,312.5
flat,ansal api celebrity suites,sector 2,8163.0,Super Built up area 735(68.28 sq.m.),735.0,1.0,1,1,5.0,North-East,Moderately Old,0.6,735.0,,,0,0,0,0,0,2,67,735.0
flat,experion the heartsong,sector 108,8204.0,Super Built up area 2779(258.18 sq.m.),2779.0,4.0,5,3+,8.0,North,Relatively New,2.28,2779.0,,,0,0,0,0,0,0,101,694.75
flat,tulip ivory,sector 70,9792.0,Carpet area: 2400 (222.97 sq.m.),2400.0,4.0,4,3+,10.0,East,Moderately Old,2.35,,,2400.0,0,1,0,0,0,2,65,600.0
flat,senate court,sector 62,14085.0,Built Up area: 639 (59.37 sq.m.),639.0,1.0,1,0,0.0,,Undefined,0.9,,639.0,,0,0,0,0,0,0,0,639.0
flat,parsvnath green ville,sector 48,8787.0,Super Built up area 1707(158.59 sq.m.)Built Up area: 1600 sq.ft. (148.64 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),1707.0,3.0,3,3,1.0,North,Old Property,1.5,,1600.0,1400.0,0,0,0,0,0,2,128,569.0
flat,emaar mgf the palm drive,sector 66,18400.0,Super Built up area 3300(306.58 sq.m.)Carpet area: 2500 sq.ft. (232.26 sq.m.),2500.0,3.0,3,3,11.0,North,Relatively New,4.6,,,2500.0,1,1,1,1,0,0,131,833.3333333333334
flat,shree arihant apartment,sector 54,8611.0,Super Built up area 2000(185.81 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),1800.0,3.0,3,3,3.0,North-East,Moderately Old,1.55,,1900.0,1800.0,0,1,0,0,0,2,109,600.0
flat,gls arawali homes,sohna road,6076.0,Super Built up area 576(53.51 sq.m.),576.0,2.0,2,2,12.0,,New Property,0.35,576.0,,,0,0,0,0,0,0,42,288.0
flat,krisumi waterfall residences,sector 36a,14381.0,Super Built up area 2538(235.79 sq.m.),2538.0,3.0,3,2,17.0,East,New Property,3.65,2538.0,,,0,0,0,0,0,0,31,846.0
flat,m3m golfestate,sector 65,16234.0,Super Built up area 3043(282.7 sq.m.),3043.0,3.0,4,3,15.0,North-East,Moderately Old,4.94,3043.0,,,0,1,0,0,0,0,165,1014.3333333333334
flat,bestech park view sanskruti,sector 92,7769.0,Super Built up area 1995(185.34 sq.m.),1995.0,3.0,4,3,8.0,North,Relatively New,1.55,1995.0,,,0,1,0,0,0,0,49,665.0
flat,ireo the corridors,sector 67a,9844.0,Super Built up area 1727(160.44 sq.m.)Carpet area: 1017 sq.ft. (94.48 sq.m.),1727.0,3.0,3,2,10.0,North-East,New Property,1.7,,,1017.0,0,1,0,0,1,2,44,575.6666666666666
flat,avl 36 gurgaon,sector 36a,10540.0,Super Built up area 352(32.7 sq.m.),352.0,1.0,1,1,3.0,North,Relatively New,0.371,352.0,,,0,0,0,0,0,2,88,352.0
flat,conscient heritage max,sector 102,11333.0,Super Built up area 1942(180.42 sq.m.)Built Up area: 1700 sq.ft. (157.94 sq.m.)Carpet area: 1500 sq.ft. (139.35 sq.m.),1500.0,3.0,4,3+,8.0,North-East,Relatively New,1.7,,1700.0,1500.0,0,1,0,1,0,2,174,500.0
house,independent,sector 24,,Plot area 163(136.29 sq.m.)Built Up area: 160 sq.yards (133.78 sq.m.)Carpet area: 150 sq.yards (125.42 sq.m.),1350.0,4.0,4,3+,2.0,East,Relatively New,,,160.0,150.0,0,1,0,1,0,2,72,337.5
house,independent,sector 47,,Plot area 215(179.77 sq.m.),1935.0,3.0,9,3+,3.0,East,Relatively New,,,1935.0,,0,0,1,0,0,2,75,645.0
flat,ats tourmaline,sector 109,9365.0,Super Built up area 3150(292.64 sq.m.),3150.0,4.0,5,3+,10.0,North-East,Relatively New,2.95,3150.0,,,0,1,0,0,0,0,101,787.5
flat,vatika sovereign park,sector 99,9673.0,Super Built up area 3360(312.15 sq.m.),3360.0,4.0,4,3+,2.0,,New Property,3.25,3360.0,,,0,1,0,0,0,0,123,840.0
flat,pioneer park,sector 61,11765.0,Super Built up area 1700(157.94 sq.m.),1700.0,3.0,3,3,24.0,North-West,Moderately Old,2.0,1700.0,,,0,0,0,0,0,2,75,566.6666666666666
house,shivaji nagar residential,shivaji nagar,,Built Up area: 2700 (250.84 sq.m.),2700.0,6.0,4,2,1.0,,Undefined,,,2700.0,,0,0,0,0,0,0,0,450.0
house,independent,sector 51,,Plot area 100(83.61 sq.m.),8100.0,6.0,3,3+,3.0,North-West,Relatively New,,,900.0,,0,0,0,0,0,0,54,1350.0
house,international city by sobha phase 2,sector 109,,Plot area 600(501.68 sq.m.),5400.0,4.0,4,3+,2.0,East,Relatively New,,,5400.0,,0,1,0,0,0,0,138,1350.0
flat,bptp freedom park life,sector 57,8983.0,Built Up area: 5010 (465.44 sq.m.),6123.0,5.0,6,3+,19.0,East,Moderately Old,5.5,,5010.0,,0,1,0,1,0,2,153,1224.6
house,emaar mgf marbella,sector 66,,Plot area 350(292.64 sq.m.),3150.0,5.0,6,3+,3.0,North-East,Relatively New,,,3150.0,,0,1,1,0,0,2,153,630.0
flat,rof ananda,sector 95,5659.0,Carpet area: 645 (59.92 sq.m.),645.0,2.0,2,2,10.0,East,New Property,0.365,,,645.0,1,0,0,0,0,0,75,322.5
flat,m3m sierra 68,sector 68,10246.0,Super Built up area 1220(113.34 sq.m.)Carpet area: 694 sq.ft. (64.47 sq.m.),1220.0,2.0,2,3,4.0,,New Property,1.25,,,694.0,0,0,0,0,0,0,44,610.0
flat,m3m skycity,sector 65,15267.0,Super Built up area 1310(121.7 sq.m.),1310.0,2.0,2,2,16.0,East,New Property,2.0,1310.0,,,0,0,0,0,0,2,174,655.0
house,independent,sector 45,,Plot area 204(170.57 sq.m.),1836.0,3.0,9,3+,3.0,North-West,Moderately Old,,,1836.0,,0,0,0,0,1,2,90,612.0
flat,shapoorji pallonji joyville gurugram,sector 102,17730.0,Super Built up area 1852(172.06 sq.m.)Built Up area: 1456 sq.ft. (135.27 sq.m.)Carpet area: 1128.09 sq.ft. (104.8 sq.m.),1128.0,3.0,3,3+,1.0,South,Relatively New,2.0,,1456.0,1128.09,0,0,1,0,0,0,139,376.0
flat,suncity avenue,sector 102,8929.0,Super Built up area 632(58.71 sq.m.)Carpet area: 532 sq.ft. (49.42 sq.m.),532.0,2.0,2,1,5.0,South-East,Relatively New,0.475,,,532.0,0,0,1,0,0,0,142,266.0
flat,raheja the vedaanta floors,sector 108,4522.0,Carpet area: 1548 (143.81 sq.m.),1548.0,2.0,2,3,1.0,,Moderately Old,0.7,,,1548.0,0,0,0,0,0,2,0,774.0
house,independent,damdma,,Plot area 450(41.81 sq.m.),450.0,2.0,1,1,1.0,East,Relatively New,,,450.0,,0,0,0,0,0,0,0,225.0
flat,supertech araville,sector 79,6059.0,Super Built up area 1295(120.31 sq.m.)Carpet area: 1250 sq.ft. (116.13 sq.m.),1180.0,2.0,2,3+,17.0,North,New Property,0.715,,,1250.0,0,0,0,0,1,0,53,590.0
flat,indiabulls enigma,sector 110,9559.0,Super Built up area 3400(315.87 sq.m.),3400.0,4.0,4,3,11.0,South,Relatively New,3.25,3400.0,,,0,1,0,0,1,0,125,850.0
flat,rof ananda,sector 95,6032.0,Super Built up area 431(40.04 sq.m.)Carpet area: 380.44 sq.ft. (35.34 sq.m.),431.0,1.0,1,1,8.0,North,New Property,0.26,,,380.44,0,0,0,0,0,0,49,431.0
flat,tulip violet,sector 69,8888.0,Super Built up area 1608(149.39 sq.m.)Carpet area: 1039 sq.ft. (96.53 sq.m.),1609.0,3.0,3,2,1.0,South-West,Relatively New,1.43,,,1039.0,0,0,0,1,0,0,86,536.3333333333334
flat,dlf the primus,sector 82a,11452.0,Super Built up area 2576(239.32 sq.m.)Carpet area: 1700 sq.ft. (157.94 sq.m.),2576.0,4.0,5,3+,10.0,North-East,Relatively New,2.95,,,1700.0,0,1,0,0,0,1,174,644.0
flat,dlf express greens,sector 1a imt manesar,6504.0,Super Built up area 1845(171.41 sq.m.),1845.0,3.0,4,2,5.0,East,Relatively New,1.2,1845.0,,,0,1,0,0,1,0,43,615.0
flat,emaar palm gardens,sector 83,9012.0,Super Built up area 1720(159.79 sq.m.)Built Up area: 1400 sq.ft. (130.06 sq.m.)Carpet area: 1095 sq.ft. (101.73 sq.m.),1720.0,3.0,3,3,4.0,West,Relatively New,1.55,,1400.0,1095.0,0,1,0,0,0,2,174,573.3333333333334
flat,dlf regal gardens,sector 90,7403.0,Super Built up area 1702(158.12 sq.m.)Carpet area: 1500 sq.ft. (139.35 sq.m.),1702.0,3.0,3,3,6.0,North-East,Relatively New,1.26,,,1500.0,0,0,0,0,1,2,28,567.3333333333334
flat,paras dews,sector 106,9979.0,Super Built up area 2355(218.79 sq.m.)Built Up area: 1535 sq.ft. (142.61 sq.m.)Carpet area: 1403 sq.ft. (130.34 sq.m.),1403.0,4.0,6,3+,10.0,North-West,Relatively New,1.4,,1535.0,1403.0,0,1,0,0,0,0,174,350.75
flat,sare green parc,sector 92,6741.0,Built Up area: 1261 (117.15 sq.m.),1261.0,3.0,2,2,14.0,,Undefined,0.85,,1261.0,,0,0,0,0,0,0,0,420.3333333333333
flat,ss the leaf,sector 85,10484.0,Super Built up area 1772(164.62 sq.m.)Carpet area: 1240 sq.ft. (115.2 sq.m.),1240.0,2.0,2,3+,10.0,East,Relatively New,1.3,,,1240.0,0,0,1,0,0,0,148,620.0
